Kode,Nama Bahan,description
BR020,Sagu kasbi segar," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 230 kalori, 0.6 gram protein, 0.2 gram lemak, 56.5 gram karbohidrat, dan 3.0 gram serat."
BR021,Sagu lempeng," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 347 kalori, 0.9 gram protein, 0.3 gram lemak, 85.2 gram karbohidrat, dan 4.7 gram serat."
BR022,"Sagu singkong, kering"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 362 kalori, 0.5 gram protein, 0.3 gram lemak, 86.9 gram karbohidrat, dan 0.0 gram serat."
BR023,"Sente, talas, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 353 kalori, 0.7 gram protein, 0.2 gram lemak, 84.7 gram karbohidrat, dan 6.6 gram serat."
BR024,"Suweg, talas, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 74 kalori, 1.4 gram protein, 0.1 gram lemak, 17.2 gram karbohidrat, dan 1.4 gram serat."
BR025,"Talas bogor, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 108 kalori, 1.4 gram protein, 0.4 gram lemak, 25.0 gram karbohidrat, dan 0.9 gram serat."
BR026,"Talas pontianak, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 163 kalori, 2.3 gram protein, 0.5 gram lemak, 36.4 gram karbohidrat, dan 0.7 gram serat."
BR027,"Talas viqueque, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 115 kalori, 1.8 gram protein, 0.5 gram lemak, 25.9 gram karbohidrat, dan 8.6 gram serat."
BR028,"Ubi jalar, kuning, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 119 kalori, 0.5 gram protein, 0.4 gram lemak, 25.1 gram karbohidrat, dan 4.2 gram serat."
BR029,"Ubi jalar manis, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 83 kalori, 1.5 gram protein, 0.2 gram lemak, 18.8 gram karbohidrat, dan 0.6 gram serat."
BR030,"Ubi jalar merah, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 151 kalori, 1.6 gram protein, 0.3 gram lemak, 35.4 gram karbohidrat, dan 0.7 gram serat."
BR031,"Ubi jalar putih, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 88 kalori, 0.4 gram protein, 0.4 gram lemak, 20.6 gram karbohidrat, dan 4.0 gram serat."
BR032,Ubi jalar tinta/kemayung," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 108 kalori, 0.5 gram protein, 0.4 gram lemak, 25.6 gram karbohidrat, dan 4.2 gram serat."
BR033,"Umbi Uwi, segar"," termasuk dalam kategori Umbi Berpati. Bahan ini per 100 gram-nya memiliki 120 kalori, 2.8 gram protein, 0.5 gram lemak, 82.3 gram karbohidrat, dan 2.6 gram serat."
BP001,"Batatas kelapa, ubi,bakar"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 110 kalori, 1.4 gram protein, 1.1 gram lemak, 23.4 gram karbohidrat, dan 4.5 gram serat."
BP002,"Batatas kelapa, ubi,kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 92 kalori, 1.2 gram protein, 0.3 gram lemak, 21.0 gram karbohidrat, dan 4.1 gram serat."
BP003,"Batatas tali, ubi, rebus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 182 kalori, 2.4 gram protein, 0.4 gram lemak, 42.2 gram karbohidrat, dan 9.2 gram serat."
BP004,"Belitung, talas, kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 145 kalori, 1.2 gram protein, 0.4 gram lemak, 34.2 gram karbohidrat, dan 1.0 gram serat."
BP005,"Bentul, talas, kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 71 kalori, 2.3 gram protein, 0.3 gram lemak, 15.4 gram karbohidrat, dan 0.5 gram serat."
BP006,"Gadung, ubi, kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 88 kalori, 0.6 gram protein, 0.3 gram lemak, 20.9 gram karbohidrat, dan 0.9 gram serat."
BP007,"Ganyong, rebus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 100 kalori, 0.8 gram protein, 0.2 gram lemak, 23.8 gram karbohidrat, dan 0.9 gram serat."
BP008,Ketela pohon/singkong kukus," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 153 kalori, 1.2 gram protein, 0.3 gram lemak, 36.4 gram karbohidrat, dan 1.3 gram serat."
BP009,"Suweg, talas, kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 93 kalori, 1.5 gram protein, 0.1 gram lemak, 21.9 gram karbohidrat, dan 0.9 gram serat."
BP010,"Talas bogor, kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 120 kalori, 1.5 gram protein, 0.3 gram lemak, 28.2 gram karbohidrat, dan 0.7 gram serat."
BP011,"Ubi jalar, kuning,kukus"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 100 kalori, 0.7 gram protein, 0.3 gram lemak, 23.8 gram karbohidrat, dan 1.0 gram serat."
BP012,Ubi jalar tinta/kemayung kukus," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 165 kalori, 0.9 gram protein, 0.2 gram lemak, 39.8 gram karbohidrat, dan 1.1 gram serat."
BP013,Bagea kelapa asin," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 450 kalori, 3.2 gram protein, 13.9 gram lemak, 78.1 gram karbohidrat, dan 0.0 gram serat."
BP014,Bagea kelapa manis," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 452 kalori, 1.3 gram protein, 13.8 gram lemak, 80.6 gram karbohidrat, dan 0.0 gram serat."
BP015,Bagea kenari asin," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 529 kalori, 3.2 gram protein, 29.1 gram lemak, 63.6 gram karbohidrat, dan 0.0 gram serat."
BP016,Bagea kenari manis," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 523 kalori, 3.2 gram protein, 28.2 gram lemak, 64.2 gram karbohidrat, dan 0.0 gram serat."
BP017,Bagea kw 1," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 416 kalori, 6.5 gram protein, 9.4 gram lemak, 76.3 gram karbohidrat, dan 0.4 gram serat."
BP018,Bagea kw 2," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 382 kalori, 0.3 gram protein, 3.5 gram lemak, 87.2 gram karbohidrat, dan 0.9 gram serat."
BP019,Beras Cerdas," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 350 kalori, 2.7 gram protein, 1.1 gram lemak, 82.3 gram karbohidrat, dan 6.2 gram serat."
BP020,Beras ganyong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 364 kalori, 3.4 gram protein, 0.7 gram lemak, 86.3 gram karbohidrat, dan 4.7 gram serat."
BP021,Beras Siger," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 344 kalori, 1.1 gram protein, 0.2 gram lemak, 28.3 gram karbohidrat, dan 5.6 gram serat."
BP022,Biji nangka/Biji salak," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 262 kalori, 2.3 gram protein, 5.4 gram lemak, 51.1 gram karbohidrat, dan 8.0 gram serat."
BP023,Bubur sagu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 167 kalori, 0.2 gram protein, 4.0 gram lemak, 33.0 gram karbohidrat, dan 0.0 gram serat."
BP024,Cassavastick," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 460 kalori, 0.8 gram protein, 18.7 gram lemak, 17.2 gram karbohidrat, dan 1.6 gram serat."
BP025,Ceriping getuk singkong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 462 kalori, 1.2 gram protein, 20.7 gram lemak, 67.7 gram karbohidrat, dan 0.6 gram serat."
BP026,Gatot," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 347 kalori, 1.3 gram protein, 0.7 gram lemak, 83.8 gram karbohidrat, dan 5.8 gram serat."
BP027,Geblek," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 195 kalori, 0.4 gram protein, 1.7 gram lemak, 44.4 gram karbohidrat, dan 3.6 gram serat."
BP028,Getuk goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 360 kalori, 1.3 gram protein, 6.4 gram lemak, 74.3 gram karbohidrat, dan 0.8 gram serat."
BP029,Getuk singkong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 204 kalori, 0.5 gram protein, 1.4 gram lemak, 47.4 gram karbohidrat, dan 0.8 gram serat."
BP030,Gurandil," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 218 kalori, 0.5 gram protein, 2.5 gram lemak, 48.5 gram karbohidrat, dan 3.1 gram serat."
BP031,Kabuto," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 250 kalori, 2.6 gram protein, 2.5 gram lemak, 35.4 gram karbohidrat, dan 1.8 gram serat."
BP032,Kapurung," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 41 kalori, 2.0 gram protein, 0.3 gram lemak, 7.8 gram karbohidrat, dan 2.0 gram serat."
BP033,Kecimpring singkong goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 464 kalori, 1.2 gram protein, 18.6 gram lemak, 73.0 gram karbohidrat, dan 1.3 gram serat."
BP034,Keremes," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 475 kalori, 1.6 gram protein, 25.2 gram lemak, 64.4 gram karbohidrat, dan 2.1 gram serat."
BP035,Keripik gadung," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 446 kalori, 2.8 gram protein, 14.5 gram lemak, 76.0 gram karbohidrat, dan 1.7 gram serat."
BP036,Keripik kentang," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 448 kalori, 2.7 gram protein, 18.8 gram lemak, 67.1 gram karbohidrat, dan 3.8 gram serat."
BP037,Keripik singkong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 478 kalori, 0.9 gram protein, 20.7 gram lemak, 72.0 gram karbohidrat, dan 2.0 gram serat."
BP038,Keripik singkong berbumbu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 481 kalori, 2.2 gram protein, 19.7 gram lemak, 73.6 gram karbohidrat, dan 1.6 gram serat."
BP039,Keripik ubi," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 486 kalori, 0.2 gram protein, 23.9 gram lemak, 67.6 gram karbohidrat, dan 14.3 gram serat."
BP040,Kerupuk cumi goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 444 kalori, 6.9 gram protein, 14.6 gram lemak, 71.3 gram karbohidrat, dan 5.0 gram serat."
BP042,Kerupuk kemplang goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 504 kalori, 5.6 gram protein, 28.1 gram lemak, 57.1 gram karbohidrat, dan 0.3 gram serat."
BP043,Kerupuk kemplang panggang," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 356 kalori, 9.7 gram protein, 1.1 gram lemak, 76.9 gram karbohidrat, dan 1.0 gram serat."
BP044,Kerupuk mie kuning goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 476 kalori, 0.1 gram protein, 21.1 gram lemak, 71.3 gram karbohidrat, dan 4.2 gram serat."
BP045,Kerupuk udang goreng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 477 kalori, 4.7 gram protein, 20.5 gram lemak, 68.5 gram karbohidrat, dan 5.0 gram serat."
BP046,Kue bangket," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 338 kalori, 1.5 gram protein, 1.2 gram lemak, 80.3 gram karbohidrat, dan 0.0 gram serat."
BP047,Kue putu singkong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 217 kalori, 1.2 gram protein, 0.5 gram lemak, 53.2 gram karbohidrat, dan 2.4 gram serat."
BP048,Lanting getuk," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 422 kalori, 0.9 gram protein, 10.8 gram lemak, 80.4 gram karbohidrat, dan 1.4 gram serat."
BP049,Mi golosor," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 71 kalori, 0.2 gram protein, 0.8 gram lemak, 15.9 gram karbohidrat, dan 0.1 gram serat."
BP050,Mie Bendo," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 353 kalori, 0.3 gram protein, 0.0 gram lemak, 88.0 gram karbohidrat, dan 2.4 gram serat."
BP051,Mie Sagu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 190 kalori, 0.2 gram protein, 0.4 gram lemak, 46.5 gram karbohidrat, dan 1.4 gram serat."
BP052,Ongol-ongol sagu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 111 kalori, 0.3 gram protein, 2.7 gram lemak, 21.2 gram karbohidrat, dan 0.3 gram serat."
BP053,Oyek," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 351 kalori, 0.9 gram protein, 0.9 gram lemak, 84.9 gram karbohidrat, dan 4.3 gram serat."
BP054,Papeda," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 61 kalori, 0.2 gram protein, 0.1 gram lemak, 14.9 gram karbohidrat, dan 0.5 gram serat."
BP055,Rasbi (Beras Ubi)," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 394 kalori, 2.2 gram protein, 8.8 gram lemak, 76.6 gram karbohidrat, dan 6.8 gram serat."
BP056,Rasi (Beras Singkong)," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 350 kalori, 0.9 gram protein, 0.4 gram lemak, 85.7 gram karbohidrat, dan 14.4 gram serat."
BP057,Sagu forno," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 291 kalori, 0.5 gram protein, 4.0 gram lemak, 63.4 gram karbohidrat, dan 0.0 gram serat."
BP058,Sagu Lemak (Kue Sagon)," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 452 kalori, 2.8 gram protein, 14.8 gram lemak, 76.8 gram karbohidrat, dan 1.1 gram serat."
BP059,Sagu manis," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 287 kalori, 0.5 gram protein, 3.9 gram lemak, 62.4 gram karbohidrat, dan 0.0 gram serat."
BP060,Sagu Rendang," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 364 kalori, 0.1 gram protein, 0.2 gram lemak, 90.5 gram karbohidrat, dan 1.9 gram serat."
BP061,Sagu sinole," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 354 kalori, 0.8 gram protein, 8.3 gram lemak, 68.9 gram karbohidrat, dan 0.0 gram serat."
BP062,Serimping talas kebumen," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 478 kalori, 2.5 gram protein, 21.2 gram lemak, 69.2 gram karbohidrat, dan 1.7 gram serat."
BP063,Tapai singkong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 169 kalori, 1.4 gram protein, 0.3 gram lemak, 40.2 gram karbohidrat, dan 2.0 gram serat."
BP064,Tepung Arrowroot," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 355 kalori, 0.7 gram protein, 0.2 gram lemak, 85.2 gram karbohidrat, dan 0.4 gram serat."
BP065,Tepung Ganyong," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 353 kalori, 0.8 gram protein, 1.7 gram lemak, 83.6 gram karbohidrat, dan 0.7 gram serat."
BP066,Tepung Gaplek," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 345 kalori, 2.4 gram protein, 0.4 gram lemak, 83.1 gram karbohidrat, dan 6.7 gram serat."
BP067,"Tepung kentang,kering"," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 347 kalori, 0.3 gram protein, 0.1 gram lemak, 85.6 gram karbohidrat, dan 0.4 gram serat."
BP068,Tepung Mocaf," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 350 kalori, 1.2 gram protein, 0.6 gram lemak, 85.0 gram karbohidrat, dan 6.0 gram serat."
BP069,Tepung Sente," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 326 kalori, 4.0 gram protein, 0.4 gram lemak, 76.7 gram karbohidrat, dan 8.5 gram serat."
BP070,Tepung singkong/Tapioka," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 363 kalori, 1.1 gram protein, 0.5 gram lemak, 88.2 gram karbohidrat, dan 0.9 gram serat."
BP071,Tepung Tales Beneng," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 332 kalori, 5.7 gram protein, 0.6 gram lemak, 76.1 gram karbohidrat, dan 12.2 gram serat."
BP072,Tepung Ubi Ungu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 354 kalori, 2.8 gram protein, 0.6 gram lemak, 84.4 gram karbohidrat, dan 12.9 gram serat."
BP073,Tiwul," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 353 kalori, 2.4 gram protein, 1.1 gram lemak, 83.4 gram karbohidrat, dan 6.5 gram serat."
BP074,Tiwul Instan," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 395 kalori, 3.2 gram protein, 8.5 gram lemak, 76.5 gram karbohidrat, dan 4.2 gram serat."
BP075,Ubi Cilembu," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 186 kalori, 1.9 gram protein, 0.2 gram lemak, 44.3 gram karbohidrat, dan 3.4 gram serat."
BP076,Uli batatas," termasuk dalam kategori Olahan Umbi Berpati. Bahan ini per 100 gram-nya memiliki 150 kalori, 1.1 gram protein, 4.0 gram lemak, 27.4 gram karbohidrat, dan 0.0 gram serat."
CR001,"Kacang arab, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 330 kalori, 23.8 gram protein, 1.4 gram lemak, 60.2 gram karbohidrat, dan 17.4 gram serat."
CR002,"Kacang babi, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 341 kalori, 30.4 gram protein, 3.2 gram lemak, 51.3 gram karbohidrat, dan 4.5 gram serat."
CR003,"Kacang belimbing (kecipir), kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 400 kalori, 34.4 gram protein, 16.9 gram lemak, 34.1 gram karbohidrat, dan 10.7 gram serat."
CR004,"Kacang beracun, segar"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 118 kalori, 4.4 gram protein, 1.5 gram lemak, 21.6 gram karbohidrat, dan 0.0 gram serat."
CR005,"Kacang bogor, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 370 kalori, 16.0 gram protein, 6.0 gram lemak, 65.0 gram karbohidrat, dan 26.3 gram serat."
CR006,"Kacang bogor, segar"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 165 kalori, 7.7 gram protein, 3.1 gram lemak, 27.4 gram karbohidrat, dan 2.5 gram serat."
CR007,"Kacang endel, biji, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 331 kalori, 25.0 gram protein, 1.0 gram lemak, 58.0 gram karbohidrat, dan 23.6 gram serat."
CR008,"Kacang ercis, segar"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 129 kalori, 12.4 gram protein, 0.7 gram lemak, 18.3 gram karbohidrat, dan 28.6 gram serat."
CR009,"kacang galing, segar"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 336 kalori, 23.1 gram protein, 1.7 gram lemak, 59.5 gram karbohidrat, dan 0.0 gram serat."
CR010,"Kacang gude, biji, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 316 kalori, 20.7 gram protein, 1.0 gram lemak, 58.0 gram karbohidrat, dan 4.6 gram serat."
CR011,"Kacang gude, biji, segar"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 114 kalori, 7.0 gram protein, 0.6 gram lemak, 20.8 gram karbohidrat, dan 4.4 gram serat."
CR012,"Kacang hijau varietas, bakti, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 350 kalori, 17.1 gram protein, 1.8 gram lemak, 70.7 gram karbohidrat, dan 5.7 gram serat."
CR013,"Kacang hijau varietas, siwalik, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 339 kalori, 20.8 gram protein, 2.1 gram lemak, 64.6 gram karbohidrat, dan 7.4 gram serat."
CR014,"Kacang hijau, kering"," termasuk dalam kategori Kacang-Kacangan. Bahan ini per 100 gram-nya memiliki 323 kalori, 22.9 gram protein, 1.5 gram lemak, 56.8 gram karbohidrat, dan 7.5 gram serat."
